CustomerID,recency,frequency,monetary,R_score,F_score,M_score,RF_score,segment
12650.0,4,1,314.44,5,1,2,51,New Customers
12651.0,335,1,114.0,1,1,1,11,Hibernating
12652.0,332,1,919.98,1,1,3,11,Hibernating
12653.0,149,2,2209.85,2,2,5,22,Hibernating
12654.0,11,5,601.98,5,4,3,54,Champions
12656.0,18,5,4051.17,4,4,5,44,Loyal Customers
12657.0,12,4,1643.18,5,4,4,54,Champions
12658.0,19,1,686.05,4,1,3,41,Promising
12659.0,30,1,91.68,4,1,1,41,Promising
12660.0,12,1,245.1,5,1,1,51,New Customers
12662.0,1,11,3849.78,5,5,5,55,Champions
12664.0,9,9,4881.88,5,5,5,55,Champions
12665.0,325,1,63.0,1,1,1,11,Hibernating
12667.0,59,1,620.13,3,1,3,31,About to Slip
12668.0,12,4,3807.15,5,4,5,54,Champions
12669.0,151,3,2744.03,2,3,5,23,At-Risk
12670.0,11,5,2996.05,5,4,5,54,Champions
12672.0,330,1,225.9,1,1,1,11,Hibernating
12673.0,6,2,610.52,5,2,3,52,Potential Loyalists
12674.0,39,4,1970.6,3,4,4,34,Loyal Customers
12676.0,25,6,1331.39,4,5,4,45,Loyal Customers
12678.0,43,12,17628.46,3,5,5,35,Loyal Customers
12679.0,59,4,1113.02,3,4,4,34,Loyal Customers
12680.0,1,4,862.81,5,4,3,54,Champions
12681.0,15,22,13787.54,4,5,5,45,Loyal Customers
12682.0,4,31,12279.82,5,5,5,55,Champions
12683.0,5,15,8476.57,5,5,5,55,Champions
12684.0,8,7,2283.63,5,5,5,55,Champions
12685.0,29,6,2863.08,4,5,5,45,Loyal Customers
12686.0,372,1,89.14,1,1,1,11,Hibernating
12688.0,114,1,4873.81,2,1,5,21,Hibernating
12689.0,26,2,1247.61,4,2,4,42,Potential Loyalists
12690.0,206,1,389.01,1,1,2,11,Hibernating
12691.0,29,6,1035.8,4,5,4,45,Loyal Customers
12693.0,128,4,855.91,2,4,3,24,At-Risk
12694.0,71,2,869.67,3,2,3,32,About to Slip
12695.0,8,4,582.1,5,4,3,54,Champions
12697.0,29,3,957.59,4,3,4,43,Potential Loyalists
12700.0,8,4,4939.99,5,4,5,54,Champions
12701.0,80,2,797.71,2,2,3,22,Hibernating
12702.0,20,1,219.0,4,1,1,41,Promising
12703.0,72,1,283.55,3,1,2,31,About to Slip
12704.0,8,8,2340.84,5,5,5,55,Champions
12705.0,16,9,6868.29,4,5,5,45,Loyal Customers
12707.0,292,1,603.42,1,1,3,11,Hibernating
12708.0,30,10,2712.91,4,5,5,45,Loyal Customers
12709.0,16,15,9706.52,4,5,5,45,Loyal Customers
12710.0,97,3,1149.02,2,3,4,23,At-Risk
12712.0,29,13,4396.13,4,5,5,45,Loyal Customers
12713.0,1,1,848.55,5,1,3,51,New Customers
12714.0,10,5,4708.86,5,4,5,54,Champions
12715.0,107,1,343.36,2,1,2,21,Hibernating
12716.0,4,2,1053.49,5,2,4,52,Potential Loyalists
12717.0,152,2,1030.98,2,2,4,22,Hibernating
12718.0,72,1,238.25,3,1,1,31,About to Slip
12719.0,6,2,644.95,5,2,3,52,Potential Loyalists
12720.0,3,25,5781.73,5,5,5,55,Champions
12721.0,32,6,2656.13,4,5,5,45,Loyal Customers
12722.0,86,4,997.63,2,4,4,24,At-Risk
12723.0,4,5,725.07,5,4,3,54,Champions
12724.0,6,4,1031.41,5,4,4,54,Champions
12725.0,372,1,427.8,1,1,2,11,Hibernating
12726.0,29,7,2609.1,4,5,5,45,Loyal Customers
12727.0,11,7,3980.7,5,5,5,55,Champions
12728.0,72,4,836.33,3,4,3,34,Loyal Customers
12729.0,114,1,453.01,2,1,2,21,Hibernating
12731.0,24,12,18895.91,4,5,5,45,Loyal Customers
12732.0,180,1,236.26,2,1,1,21,Hibernating
12733.0,235,1,383.95,1,1,2,11,Hibernating
12734.0,353,1,110.4,1,1,1,11,Hibernating
12735.0,316,2,779.57,1,2,3,12,Hibernating
12736.0,333,1,234.0,1,1,1,11,Hibernating
12738.0,373,1,155.35,1,1,1,11,Hibernating
12739.0,79,2,1013.04,2,2,4,22,Hibernating
12740.0,64,1,427.6,3,1,2,31,About to Slip
12743.0,135,2,540.13,2,2,3,22,Hibernating
12744.0,52,7,21279.29,3,5,5,35,Loyal Customers
12747.0,3,11,4196.01,5,5,5,55,Champions
12748.0,1,209,33053.19,5,5,5,55,Champions
12749.0,4,5,4090.88,5,4,5,54,Champions
12750.0,129,1,275.88,2,1,2,21,Hibernating
12752.0,82,1,4366.78,2,1,5,21,Hibernating
12753.0,23,6,21429.39,4,5,5,45,Loyal Customers
12754.0,236,3,3010.74,1,3,5,13,At-Risk
12755.0,281,2,3811.95,1,2,5,12,Hibernating
12756.0,87,1,112.08,2,1,1,21,Hibernating
12757.0,16,13,7834.65,4,5,5,45,Loyal Customers
12758.0,117,2,2791.59,2,2,5,22,Hibernating
12759.0,53,3,1531.44,3,3,4,33,Need Attention
12762.0,8,2,1898.52,5,2,4,52,Potential Loyalists
12763.0,139,2,494.08,2,2,3,22,Hibernating
12764.0,317,1,1693.88,1,1,4,11,Hibernating
12766.0,4,7,6989.63,5,5,5,55,Champions
12769.0,239,1,1143.6,1,1,4,11,Hibernating
12770.0,211,1,1351.45,1,1,4,11,Hibernating
12772.0,60,1,892.47,3,1,3,31,About to Slip
12775.0,18,5,1386.04,4,4,4,44,Loyal Customers
12778.0,20,6,822.23,4,5,3,45,Loyal Customers
12779.0,38,8,3981.36,3,5,5,35,Loyal Customers
12781.0,64,2,826.74,3,2,3,32,About to Slip
12782.0,5,5,2330.92,5,4,5,54,Champions
12783.0,3,6,2225.91,5,5,5,55,Champions
12784.0,10,2,532.82,5,2,3,52,Potential Loyalists
12785.0,365,1,311.95,1,1,2,11,Hibernating
12787.0,10,3,463.66,5,3,2,53,Potential Loyalists
12789.0,66,1,91.85,3,1,1,31,About to Slip
12790.0,193,1,324.92,1,1,2,11,Hibernating
12791.0,374,1,192.6,1,1,1,11,Hibernating
12792.0,257,1,400.54,1,1,2,11,Hibernating
12793.0,335,2,545.48,1,2,3,12,Hibernating
12794.0,54,2,860.41,3,2,3,32,About to Slip
12795.0,19,1,430.48,4,1,2,41,Promising
12797.0,366,1,254.03,1,1,2,11,Hibernating
12798.0,11,3,6977.04,5,3,5,53,Potential Loyalists
12802.0,187,1,427.58,1,1,2,11,Hibernating
12808.0,37,3,483.65,3,3,2,33,Need Attention
12809.0,178,1,489.31,2,1,3,21,Hibernating
12811.0,261,3,514.85,1,3,3,13,At-Risk
12812.0,45,1,229.64,3,1,1,31,About to Slip
12814.0,102,1,125.92,2,1,1,21,Hibernating
12815.0,148,2,1063.46,2,2,4,22,Hibernating
12816.0,96,2,572.2,2,2,3,22,Hibernating
12817.0,282,1,166.04,1,1,1,11,Hibernating
12818.0,262,1,1542.08,1,1,4,11,Hibernating
12820.0,4,4,942.34,5,4,4,54,Champions
12821.0,215,1,92.72,1,1,1,11,Hibernating
12822.0,71,2,948.88,3,2,4,32,About to Slip
12823.0,75,5,1759.5,2,4,4,24,At-Risk
12824.0,60,1,397.12,3,1,2,31,About to Slip
12826.0,3,7,1474.72,5,5,4,55,Champions
12827.0,6,3,430.15,5,3,2,53,Potential Loyalists
12828.0,3,6,1018.71,5,5,4,55,Champions
12829.0,337,2,293.0,1,2,2,12,Hibernating
12830.0,38,6,6814.64,3,5,5,35,Loyal Customers
12831.0,263,1,215.05,1,1,1,11,Hibernating
12832.0,33,2,383.03,4,2,2,42,Potential Loyalists
12833.0,146,1,417.38,2,1,2,21,Hibernating
12834.0,283,1,312.38,1,1,2,11,Hibernating
12836.0,60,4,2610.36,3,4,5,34,Loyal Customers
12837.0,174,1,134.1,2,1,1,21,Hibernating
12838.0,34,2,671.95,3,2,3,32,About to Slip
12839.0,3,14,5591.42,5,5,5,55,Champions
12840.0,144,4,2726.77,2,4,5,24,At-Risk
12841.0,5,25,3991.58,5,5,5,55,Champions
12842.0,71,2,1118.99,3,2,4,32,About to Slip
12843.0,66,8,1702.26,3,5,4,35,Loyal Customers
12844.0,30,2,325.96,4,2,2,42,Potential Loyalists
12845.0,268,4,354.09,1,4,2,14,At-Risk
12847.0,23,1,843.64,4,1,3,41,Promising
12849.0,32,2,1010.29,4,2,4,42,Potential Loyalists
12851.0,97,1,131.81,2,1,1,21,Hibernating
12852.0,295,1,311.55,1,1,2,11,Hibernating
12853.0,135,6,1957.1,2,5,4,25,Can't Lose
12854.0,79,3,1316.25,2,3,4,23,At-Risk
12855.0,373,1,38.1,1,1,1,11,Hibernating
12856.0,8,6,2170.78,5,5,5,55,Champions
12857.0,211,2,1106.4,1,2,4,12,Hibernating
12863.0,53,1,521.2,3,1,3,31,About to Slip
12864.0,139,1,147.12,2,1,1,21,Hibernating
12865.0,27,2,1568.23,4,2,4,42,Potential Loyalists
12866.0,284,1,559.12,1,1,3,11,Hibernating
12867.0,27,7,4009.34,4,5,5,45,Loyal Customers
12868.0,186,6,1607.06,1,5,4,15,Can't Lose
12871.0,85,2,380.64,2,2,2,22,Hibernating
12872.0,327,2,599.97,1,2,3,12,Hibernating
12873.0,283,1,374.0,1,1,2,11,Hibernating
12875.0,144,2,343.23,2,2,2,22,Hibernating
12876.0,58,2,2218.02,3,2,5,32,About to Slip
12877.0,4,12,1535.77,5,5,4,55,Champions
12878.0,237,2,854.99,1,2,3,12,Hibernating
12879.0,45,3,573.22,3,3,3,33,Need Attention
12881.0,276,1,298.0,1,1,2,11,Hibernating
12882.0,10,2,1463.04,5,2,4,52,Potential Loyalists
12883.0,25,4,703.47,4,4,3,44,Loyal Customers
12884.0,89,1,309.05,2,1,2,21,Hibernating
12885.0,64,3,1175.22,3,3,4,33,Need Attention
12886.0,68,2,1378.4,3,2,4,32,About to Slip
12888.0,215,2,354.12,1,2,2,12,Hibernating
12890.0,25,1,376.72,4,1,2,41,Promising
12891.0,186,3,331.0,1,3,2,13,At-Risk
12893.0,31,1,176.55,4,1,1,41,Promising
12895.0,43,2,372.8,3,2,2,32,About to Slip
12897.0,205,2,216.5,1,2,1,12,Hibernating
12901.0,9,28,17654.54,5,5,5,55,Champions
12902.0,265,1,138.68,1,1,1,11,Hibernating
12904.0,19,2,496.06,4,2,3,42,Potential Loyalists
12906.0,12,5,2919.81,5,4,5,54,Champions
12908.0,177,2,750.0,2,2,3,22,Hibernating
12909.0,40,5,2178.67,3,4,5,34,Loyal Customers
12910.0,24,8,3075.04,4,5,5,45,Loyal Customers
12912.0,3,5,1662.3,5,4,4,54,Champions
12913.0,5,5,2483.63,5,4,5,54,Champions
12915.0,149,2,363.65,2,2,2,22,Hibernating
12916.0,139,4,2944.95,2,4,5,24,At-Risk
12917.0,129,1,594.0,2,1,3,21,Hibernating
12919.0,9,6,1335.19,5,5,4,55,Champions
12920.0,18,1,162.78,4,1,1,41,Promising
12921.0,10,37,16587.09,5,5,5,55,Champions
12922.0,162,1,405.38,2,1,2,21,Hibernating
12923.0,65,1,172.82,3,1,1,31,About to Slip
12924.0,89,4,933.7,2,4,4,24,At-Risk
12925.0,5,2,694.05,5,2,3,52,Potential Loyalists
12928.0,36,5,2062.7,3,4,5,34,Loyal Customers
12929.0,312,1,117.85,1,1,1,11,Hibernating
12930.0,79,2,415.8,2,2,2,22,Hibernating
12931.0,22,15,42055.96,4,5,5,45,Loyal Customers
12933.0,25,3,607.53,4,3,3,43,Potential Loyalists
12935.0,3,7,2160.7,5,5,5,55,Champions
12936.0,18,4,1063.9,4,4,4,44,Loyal Customers
12937.0,16,4,1504.27,4,4,4,44,Loyal Customers
12938.0,26,1,114.14,4,1,1,41,Promising
12939.0,65,8,11581.8,3,5,5,35,Loyal Customers
12940.0,55,2,899.69,3,2,3,32,About to Slip
12942.0,132,3,675.6,2,3,3,23,At-Risk
12944.0,36,2,604.51,3,2,3,32,About to Slip
12945.0,289,1,462.95,1,1,2,11,Hibernating
12947.0,144,6,1603.99,2,5,4,25,Can't Lose
12948.0,17,7,2064.95,4,5,5,45,Loyal Customers
12949.0,31,8,4167.22,4,5,5,45,Loyal Customers
12950.0,3,3,1843.0,5,3,4,53,Potential Loyalists
12951.0,9,6,1064.07,5,5,4,55,Champions
12952.0,6,4,1387.79,5,4,4,54,Champions
12953.0,10,1,329.85,5,1,2,51,New Customers
12955.0,2,11,4757.16,5,5,5,55,Champions
12956.0,307,1,108.07,1,1,1,11,Hibernating
12957.0,10,8,4017.54,5,5,5,55,Champions
12962.0,8,2,266.39,5,2,2,52,Potential Loyalists
12963.0,9,8,1856.63,5,5,4,55,Champions
12965.0,90,1,769.81,2,1,3,21,Hibernating
12966.0,10,1,160.18,5,1,1,51,New Customers
12967.0,359,2,1660.9,1,2,4,12,Hibernating
12968.0,113,1,135.95,2,1,1,21,Hibernating
12970.0,8,4,405.47,5,4,2,54,Champions
12971.0,4,86,11189.91,5,5,5,55,Champions
12974.0,198,1,144.8,1,1,1,11,Hibernating
12976.0,212,1,738.6,1,1,3,11,Hibernating
12977.0,157,1,39.24,2,1,1,21,Hibernating
12980.0,158,9,7374.9,2,5,5,25,Can't Lose
12981.0,30,2,372.22,4,2,2,42,Potential Loyalists
12982.0,243,1,390.54,1,1,2,11,Hibernating
12984.0,19,1,97.5,4,1,1,41,Promising
12985.0,1,2,1239.38,5,2,4,52,Potential Loyalists
12987.0,74,2,558.7,2,2,3,22,Hibernating
12988.0,293,1,505.82,1,1,3,11,Hibernating
12989.0,4,15,6924.11,5,5,5,55,Champions
12990.0,32,3,409.5,4,3,2,43,Potential Loyalists
12991.0,24,2,503.76,4,2,3,42,Potential Loyalists
12993.0,24,4,414.76,4,4,2,44,Loyal Customers
12994.0,5,3,974.42,5,3,4,53,Potential Loyalists
12995.0,86,1,211.32,2,1,1,21,Hibernating
12997.0,23,4,1226.89,4,4,4,44,Loyal Customers
12999.0,197,3,455.88,1,3,2,13,At-Risk
13000.0,107,3,534.85,2,3,3,23,At-Risk
